N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y,
02-2014-1016,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,51,,,,,,,1,1B,HUTB-009647,6,2.163076004,41.39048283,
02-2014-1250,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,1,189,,,,,,,5,4,HUTB-010484,6,2.178344628,41.39830251,
02-2014-1252,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,1,189,,,,,,,1,4,HUTB-010485,6,2.178344628,41.39830251,
02-2014-1254,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,1,189,,,,,,,3,2,HUTB-010486,6,2.178344628,41.39830251,
02-2014-1300,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,2,76,,,,,,,AT,1,HUTB-010539,4,2.157107873,41.38240203,
06-2014-0592,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passatge,NOGUES,2,60,,,,,,,2,,HUTB-012465,5,2.16417181,41.40711655,
06-2014-0593,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passatge,NOGUES,2,60,,,,,,,1,,HUTB-012466,5,2.16417181,41.40711655,
02-2014-1655,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,84,,,,,,,7,4,HUTB-011434,7,2.149808527,41.37768603,
03-2014-0140,3,SANTS-MONTJUÏC,18,Sants,Carrer,GUADIANA,2,32,,38,,,,D,3,1,HUTB-008617,6,2.138519528,41.37138681,
06-2014-0210,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Travessera,GRACIA,1,333,,,,,,,1,2,HUTB-009186,8,2.165606915,41.40519352,
06-2014-0211,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Travessera,GRACIA,1,333,,,,,,,PR,2,HUTB-009185,8,2.165606915,41.40519352,
02-2014-0833,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,1,637,,,,,,,4,,HUTB-010006,18,2.170089359,41.39009906,
02-2014-0835,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,58,,,,,,,2,1,HUTB-009769,12,2.16369153,41.39082377,
02-2014-0836,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,58,,,,,,,2,2,HUTB-009763,12,2.16369153,41.39082377,
02-2014-0839,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PELAI,1,9,,,,H1,,,3,2,HUTB-014064,7,2.165429211,41.38400853,
03-2014-0305,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,JAUME FABRA,2,12,,,,,,,EN,2,HUTB-009958,3,2.158582064,41.37256685,
02-2014-0876,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,1,1,HUTB-010501,4,2.175000593,41.39446881,
02-2014-1120,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,42,,,,,,,5,2,HUTB-009577,12,2.165363501,41.38947403,
10-2014-0351,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,2,222,,,,,,,5,2,HUTB-010423,6,2.176498177,41.40999758,
02-2014-1124,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,95,,,,,,,5,1,HUTB-009884,7,2.159426634,41.39116188,
02-2014-1602,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,1,49,,,,,,,PR,2,HUTB-011448,6,2.156122152,41.37581975,
07-2014-0259,7,HORTA-GUINARDÓ,35,el Guinardó,Carrer,TELEGRAF,2,58,,,,,,,AT,,HUTB-012488,6,2.171487723,41.41567595,
04-2014-0175,4,LES CORTS,19,les Corts,Carrer,GUITARD,2,70,,,,,,,1,2,HUTB-011200,8,2.135749584,41.38190019,
02-2014-0248,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MALLORCA,2,468,,,,,,,5,1,HUTB-008626,2,2.177553721,41.40393204,
06-2014-0079,6,GRACIA,28,Vallcarca i els Penitents,Baixada,GLORIA,2,6,,8,,,,A,2,3,HUTB-008615,4,2.146688328,41.40855215,
02-2014-1127,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,682,,,,,,,SA,2,HUTB-010259,2,2.171954431,41.39083613,
02-2014-1128,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,1,321,,,,,,,5,3,HUTB-009697,2,2.168828829,41.39432216,
02-2014-1134,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,5,2,HUTB-009960,4,2.173138819,41.38750638,
02-2014-1136,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,3,2,HUTB-009961,4,2.173138819,41.38750638,
02-2014-1137,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,6,2,HUTB-009962,4,2.173138819,41.38750638,
02-2014-1138,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,26,,,,,,,4,2,HUTB-009963,4,2.173138819,41.38750638,
07-2014-0262,7,HORTA-GUINARDÓ,35,el Guinardó,Avinguda,MARE DE DEU DE MONTSERRAT,1,137,,,,,,,1,4,HUTB-012452,7,2.169001903,41.41469592,
01-2018-0196,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,PETRITXOL,1,17,,,,,,,2,4,HUTB-041020,4,2.171404247,41.38132773,
05-2014-0396,5,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,CAMP,1,77,,,,,,,2,B,HUTB-012378,3,2.134021898,41.40248499,
05-2014-0397,5,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,CAMP,1,77,,,,,,,2,A,HUTB-012377,2,2.134021898,41.40248499,
03-2014-0292,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,1,87,,,,,,,AT,A,HUTB-010247,8,2.143431285,41.37327657,
02-2014-1527,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,2,136,,138,,,,,4,1,HUTB-010912,20,2.164953101,41.39523498,
03-2014-0450,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,TAPIOLES,1,55,,,,,,,4,1,HUTB-011631,4,2.162744128,41.37041235,
02-2014-1547,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,1,263,,,,,,,EN,2,HUTB-011570,6,2.174574137,41.3996323,
02-2014-1572,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,CONSELL DE CENT,2,130,,136,,,,D,7,C,HUTB-010911,4,2.152268293,41.3798229,
06-2014-0403,6,GRACIA,31,la Vila de Gràcia,Plaça,VILA DE GRACIA,1,19,,,,,,,4,2,HUTB-011675,4,2.156378543,41.39811957,
02-2014-1615,2,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,53,,,,,,,3,2,HUTB-011416,5,2.162710803,41.37567902,
10-2014-0469,10,SANT MARTI,68,el Poblenou,Carrer,PUJADES,1,219,,,,,,,4,2,HUTB-010827,6,2.202058097,41.4018473,
10-2014-0473,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,SANT ANTONI MARIA CLARET,2,268,,,,,,,5,1,HUTB-011061,2,2.17537672,41.41081367,
07-2014-0176,7,HORTA-GUINARDÓ,38,la Teixonera,Carrer,FASTENRATH,2,108,,,,,,,BJ,3,HUTB-011438,6,2.147043026,41.4210446,
09-2014-0208,9,SANT ANDREU,57,la Trinitat Vella,Carretera,RIBES,2,74,,,,,,,1,1,HUTB-012117,4,2.188687922,41.44732887,
02-2014-2038,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,4,2,HUTB-012005,7,2.163066622,41.38890243,
02-2014-2040,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,4,1,HUTB-012006,7,2.163066622,41.38890243,
02-2014-2042,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,2,2,HUTB-012007,7,2.163066622,41.38890243,
02-2014-2043,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,AT,3,HUTB-012008,2,2.163066622,41.38890243,
02-2014-2044,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,213,,,,,,,11,3,HUTB-012150,9,2.148910712,41.38831719,
02-2014-2045,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILADOMAT,1,89,,,,,,,EN,3,HUTB-012148,6,2.156897498,41.37717269,
01-2014-0367,1,CIUTAT VELLA,3,la Barceloneta,Carrer,SAFAREIGS,1,15,,,,,,,BJ,,HUTB-013602,2,2.188032259,41.379306,
02-2014-0255,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,1,163,,,,,,,1,2,HUTB-008765,2,2.155935478,41.38628479,
03-2014-0235,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,TAPIOLES,1,63,,,,,,,3,1,HUTB-009415,1,2.162630691,41.37009321,
03-2014-0760,3,SANTS-MONTJUÏC,18,Sants,Carrer,SANTS,2,138,,,,,,,3,1,HUTB-012697,11,2.132959304,41.37369339,
02-2014-1304,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,2,76,,,,,,,AT,2,HUTB-010556,4,2.157107873,41.38240203,
03-2014-0385,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ELKANO,2,22,,,,,,,3,1,HUTB-010019,4,2.163467288,41.37091547,
02-2014-1689,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,EN,1,HUTB-011166,4,2.152124638,41.38411531,
02-2014-1693,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,EN,2,HUTB-011167,5,2.152124638,41.38411531,
02-2014-1699,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,PR,1,HUTB-011168,4,2.152124638,41.38411531,
02-2014-1702,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,PR,2,HUTB-011169,4,2.152124638,41.38411531,
02-2014-1705,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,2,1,HUTB-011143,4,2.152124638,41.38411531,
02-2014-1706,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,2,2,HUTB-011144,4,2.152124638,41.38411531,
02-2014-1711,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,2,3,HUTB-011145,4,2.152124638,41.38411531,
04-2014-0104,4,LES CORTS,19,les Corts,Carrer,GALILEU,2,316,,,,,,,2,6,HUTB-009166,4,2.130436031,41.3837011,
02-2014-0879,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,1,2,HUTB-010509,4,2.175000593,41.39446881,
02-2014-0881,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,2,2,HUTB-010508,4,2.175000593,41.39446881,
02-2014-0883,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,3,1,HUTB-010507,4,2.175000593,41.39446881,
02-2014-0885,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,3,2,HUTB-010506,4,2.175000593,41.39446881,
02-2014-0886,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,4,1,HUTB-010505,4,2.175000593,41.39446881,
02-2014-0888,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,4,2,HUTB-010504,5,2.175000593,41.39446881,
02-2014-0889,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,AT,2,HUTB-010503,3,2.175000593,41.39446881,
02-2014-0890,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,2,1,HUTB-010502,4,2.175000593,41.39446881,
02-2014-1133,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MARINA,2,252,,,,,,,2,2,HUTB-010495,3,2.175275231,41.40130395,
02-2014-1154,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,AT,2,HUTB-010792,4,2.163066622,41.38890243,
02-2014-1359,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,2,126,,,,,,,EN,1,HUTB-011450,2,2.160383669,41.37874912,
02-2014-1459,2,L'EIXAMPLE,10,Sant Antoni,Carrer,CASANOVA,1,11,,,,,,,EN,,HUTB-011190,5,2.161520728,41.38050768,
02-2014-1466,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,49,,,,,,,2,2,HUTB-010943,6,2.161432598,41.37544792,
06-2014-0392,6,GRACIA,31,la Vila de Gràcia,Carrer,MONTSENY,1,3,,,,,,,4,,HUTB-011373,2,2.152811812,41.39970716,
06-2014-0394,6,GRACIA,31,la Vila de Gràcia,Carrer,VERDI,1,111,,,,,,,1,2,HUTB-011672,3,2.153400333,41.4041986,
02-2014-0704,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,154,,,,,,,4,4,HUTB-009781,4,2.151319719,41.38592934,
02-2014-0804,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MALLORCA,2,502,,,,,,,1,1,HUTB-010470,5,2.179307951,41.40524691,
02-2014-0830,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,45,,,,,,,5,2,HUTB-009589,15,2.163782264,41.38990465,
02-2014-0832,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,45,,,,,,,2,2,HUTB-009598,15,2.163782264,41.38990465,
07-2014-0198,7,HORTA-GUINARDÓ,39,Sant Genís dels Agudells,Carrer,SALDES,1,33,,,,,,,,,HUTB-012123,6,2.134210003,41.42665515,
07-2014-0177,7,HORTA-GUINARDÓ,38,la Teixonera,Carrer,SANTA ALBINA,1,27,,,,,,,2,2,HUTB-011083,8,2.148461101,41.4213453,
10-2014-0481,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,BUENAVENTURA MUÑOZ,2,26,,,,,,,BJ,,HUTB-010919,8,2.184051547,41.38989507,
02-2014-2046,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILADOMAT,1,89,,,,,,,EN,4,HUTB-012149,6,2.156897498,41.37717269,
02-2014-2048,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,1,415,,,,,,,2,3,HUTB-012144,5,2.173973582,41.39982785,
02-2014-2052,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ALI BEI,2,12,,,,,,,PR,1,HUTB-011979,6,2.17757883,41.38996244,
02-2014-2054,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,1,113,,115,,,,E,1,1,HUTB-012040,6,2.155244048,41.38063724,
02-2014-2055,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,CONSELL DE CENT,1,479,,,,,,,EN,2,HUTB-012025,4,2.175762215,41.39776287,
02-2014-2056,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,8,,10,,,,,1,1,HUTB-012121,5,2.171853005,41.38831837,
02-2014-2057,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,311,,,,,,A,7,1,HUTB-012039,2,2.171716465,41.39776899,
02-2014-2058,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,2,214,,,,,,,5,1,HUTB-012041,2,2.160338174,41.38419187,
01-2018-0263,1,CIUTAT VELLA,4,Sant Pere, Santa Caterina i la Ribera,Carrer,ARGENTERIA,1,21,,,,,,,5,,HUTB-040320,4,2.178499316,41.38199978
02-2014-0480,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,80,,,,,,,4,1,HUTB-009373,9,2.165633993,41.39301966,
02-2014-1714,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,2,4,HUTB-011146,4,2.152124638,41.38411531,
02-2014-1719,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,4,3,HUTB-011153,4,2.152124638,41.38411531,
02-2014-1723,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,4,4,HUTB-011154,4,2.152124638,41.38411531,
02-2014-1725,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,5,2,HUTB-011156,4,2.152124638,41.38411531,
02-2014-1728,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,6,4,HUTB-011161,4,2.152124638,41.38411531,
02-2014-1732,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,7,1,HUTB-011162,4,2.152124638,41.38411531,
02-2014-1734,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,7,4,HUTB-011165,4,2.152124638,41.38411531,
02-2014-1741,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE D'URGELL,1,131,,,,,,,3,4,HUTB-011150,4,2.152124638,41.38411531,
10-2014-0806,10,SANT MARTI,70,el Besòs i el Maresme,Carrer,MURET,2,8,,,,,,,5,2,HUTB-012464,3,2.210646049,41.41732268,
05-2014-0492,5,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,PUJOL,2,8,,,,,,,1,4,HUTB-013001,2,2.135761484,41.40278623,
02-2014-1213,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,1,9,,,,,,,PR,2,HUTB-010010,9,2.16476252,41.38488031,
02-2014-1500,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,37,,,,,,,AT,2,HUTB-010793,13,2.163863344,41.3879222,
02-2014-1505,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,320,,,,,,,6,C,HUTB-010772,10,2.171502651,41.39258794,
05-2014-0089,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,226,,,,,,I,EN,1,HUTB-008566,7,2.14943453,41.3933219,
06-2014-0141,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Travessera,GRACIA,2,288,,,,,,,EN,1,HUTB-009180,2,2.165950796,41.40515097,
02-2014-0904,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,183,,,,,,,2,1,HUTB-009784,5,2.155374545,41.3892378,
02-2014-0910,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,1,127,,,,,,,2,2,HUTB-010207,6,2.147720102,41.38859982,
06-2014-0419,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE LES FLORS,2,52,,,,,,,1,2,HUTB-011640,4,2.159353487,41.40417717,
06-2014-0424,6,GRACIA,30,la Salut,Carrer,MARE DE DEU DEL COLL,2,56,,58,,,,,2,2,HUTB-014424,7,2.147340606,41.40835795,
03-2014-0667,3,SANTS-MONTJUÏC,18,Sants,Carrer,MIQUEL ANGEL,1,79,,,,,,,BJ,2,HUTB-012461,4,2.130424819,41.37542158,
03-2014-0668,3,SANTS-MONTJUÏC,18,Sants,Carrer,MIQUEL ANGEL,1,79,,,,,,,1,1,HUTB-012462,4,2.130424819,41.37542158,
03-2014-0683,3,SANTS-MONTJUÏC,16,la Bordeta,Rambla,BADAL,2,24,,26,,,,,EN,3A,HUTB-012372,8,2.133551689,41.36482421,
01-2018-0198,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,PETRITXOL,1,17,,,,,,,3,3,HUTB-041023,5,2.171404247,41.38132773,
02-2014-0383,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,2,212,,,,,,,8,2,HUTB-008634,7,2.17815442,41.39919629,
02-2014-0384,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,2,212,,,,,,,PR,2,HUTB-008635,9,2.17815442,41.39919629,
02-2014-0385,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,2,212,,,,,,,PR,1,HUTB-008636,10,2.17815442,41.39919629,
02-2014-0386,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,2,212,,,,,,,PR,3,HUTB-008637,10,2.17815442,41.39919629,
02-2014-0387,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,MARINA,2,212,,,,,,,4,2,HUTB-008633,7,2.17815442,41.39919629,
09-2014-0154,9,SANT ANDREU,63,Navas,Carrer,MURCIA,1,51,,,,,,A,6,1,HUTB-011384,12,2.189711992,41.4150442,
02-2014-2059,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CORSEGA,2,568,,,,,,,5,2,HUTB-012027,8,2.172755811,41.40548489,
02-2014-2060,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,UTSET,2,8,,,,,,B,2,,HUTB-012142,3,2.176539634,41.40263339,
10-2014-0661,10,SANT MARTI,68,el Poblenou,Carrer,PALLARS,2,232,,236,,,,,1,1,HUTB-012078,6,2.199132682,41.40100219,
10-2014-0662,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Avinguda,ICARIA,2,188,,,,,,,2,,HUTB-012063,5,2.198660295,41.39146311,
10-2014-0663,10,SANT MARTI,68,el Poblenou,Carrer,PALLARS,2,232,,236,,,,,1,3,HUTB-012079,5,2.199132682,41.40100219,
10-2014-0664,10,SANT MARTI,68,el Poblenou,Carrer,RAMON TURRO,1,209,,,,,,,1,1,HUTB-012110,4,2.202662929,41.39886355,
10-2014-0669,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,SARDENYA,1,65,,,,,,,EN,2,HUTB-012698,3,2.186290014,41.39077158,
10-2014-0672,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,INDUSTRIA,2,266,,,,,,,PR,1,HUTB-012064,4,2.178122315,41.41131194,
10-2014-0673,10,SANT MARTI,68,el Poblenou,Carrer,PALLARS,1,307,,311,,,,,2,D,HUTB-012080,4,2.202237934,41.4036573,
10-2014-0674,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,PROVENÇA,1,571,,,,,,,BJ,,HUTB-012102,5,2.180580442,41.40804476,
10-2014-0676,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Avinguda,DIAGONAL,2,54,,,,,,,3,2,HUTB-036827,5,2.209937257,41.40801641,
10-2014-0230,10,SANT MARTI,69,Diagonal Mar i el Front Marítim del Poblenou,Passatge,MARIA LLIMONA,1,9,,,,,,,,,HUTB-009253,16,2.207234731,41.40308826,
07-2014-0096,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,1,123,,,,,,,AT,,HUTB-009721,4,2.156223459,41.41741144,
02-2014-0872,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,123,,,,,,,1,1,HUTB-009749,6,2.154289939,41.38938602,
05-2014-0291,5,SARRIA-SANT GERVASI,24,les Tres Torres,Ronda,GENERAL MITRE,1,7,,,,,,,8,3,HUTB-010887,3,2.129921662,41.39135595,
05-2014-0292,5,SARRIA-SANT GERVASI,24,les Tres Torres,Ronda,GENERAL MITRE,1,7,,,,,,,2,2,HUTB-010885,3,2.129921662,41.39135595,
02-2014-0597,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,76,,,,,,,3,3,HUTB-009058,5,2.157187219,41.38405479,
10-2014-0774,10,SANT MARTI,72,Sant Martí de Provençals,Carrer,PROVENÇALS,2,260,,,,,,,2,1,HUTB-012472,6,2.195391991,41.41490801,
02-2014-1001,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,222,,,,,,,3,2,HUTB-009603,9,2.159102933,41.38659749,
06-2014-0335,6,GRACIA,31,la Vila de Gràcia,Carrer,MINERVA,1,11,,,,,,,2,1,HUTB-009570,9,2.155210163,41.39469814,
02-2014-1049,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,2,2,HUTB-010327,11,2.163902142,41.38885875,
02-2014-1050,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,3,1,HUTB-010323,15,2.163902142,41.38885875,
05-2014-0460,5,SARRIA-SANT GERVASI,24,les Tres Torres,Carrer,GOSOL,1,5,,,,,,,BJ,2,HUTB-012673,2,2.127450357,41.3941336,
04-2014-0333,4,LES CORTS,19,les Corts,Carrer,NICARAGUA,1,153,,157,,,,,3,C,HUTB-012684,8,2.135183984,41.38534897,
05-2014-0053,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,304,,,,,,,AT,1,HUTB-008569,2,2.145205723,41.39700817,
10-2014-0282,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,CORSEGA,1,657,B,,,,,,2,3,HUTB-009593,5,2.176970896,41.40888982,
10-2014-0582,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,SALVADOR ESPRIU,1,41,,,,,,1,2,2,HUTB-013039,12,2.196148921,41.38750301,
04-2014-0202,4,LES CORTS,20,la Maternitat i Sant Ramon,Avinguda,MADRID,1,23,,25,,,,,5,2,HUTB-012069,15,2.123163276,41.37493766,
03-2014-0721,3,SANTS-MONTJUÏC,13,la Marina de Port,Carrer,FISICA,1,13,,,,,,,9,2,HUTB-012571,8,2.135605022,41.3632457,
10-2014-0290,10,SANT MARTI,68,el Poblenou,Carrer,LOPE DE VEGA,2,10,,12,,,,D,4,6,HUTB-010147,4,2.206375289,41.39979745,
02-2014-0700,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,5,10,HUTB-011043,2,2.166914399,41.38608815,
09-2014-0194,9,SANT ANDREU,60,Sant Andreu,Carrer,JOSEP SOLDEVILA,1,47,,,,,,,3,1,HUTB-012066,8,2.192792817,41.43161771,
05-2014-0506,5,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,MUNTANER,1,535,,,,,,,1,4,HUTB-012974,6,2.134873036,41.40255827,
