Column,host_id,host_name_x,num_host_listings,id,license,host_url,listing_url,host_about,host_name_y,latitude,longitude,minimum_nights,availability_365,last_review,neighbourhood,N_EXPEDIENT,CODI_DISTRICTE,neighbourhood_group,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
2705,9922976.0,Isa  Y Juan,4,17252894.0,HUTB-010141,https://www.airbnb.com/users/show/9922976,https://www.airbnb.com/rooms/17252894,"I am a citizen of the world.
  practitioner of several sports, nature lover ... hiking, yoga, I like the music and experience different cultures.
I love to show my city from another point of view, cuisine, music, travel, laugh and share moments with friends.
My property is registered in the Directorate General of Tourism y Comunidad de Madrid.

Atentamente
Isa y Juan

 Soy ciudadana del mundo, practicante de varios deportes, amante de la naturaleza, senderismo, yoga, la música y de conocer diferentes culturas. 
Me encanta mostrar mi ciudad desde otro punto de vista, la gastronomía, la música, viajar, reir y compartir momentos con amigos. 
Mis  alojamientos  están dados de alta en la Dirección General de Turismo, Ayuntamiento y Generalitat de 
Barcelona y Comunidad de Madrid

atentamente
Isa y Juan

",Isa  Y Juan,41.377559999999995,2.14883,5.0,75.0,2022-11-17,Eixample,02-2013-1703,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,LLANÇA,2,32,,,,,,,1,3,10.0,2.148602964,41.3752186
2706,392973790.0,Peter,4,52046175.0,HUTB-003677,https://www.airbnb.com/users/show/392973790,https://www.airbnb.com/rooms/52046175,,Peter,41.39071,2.1830700000000003,2.0,174.0,2022-11-13,Ciutat Vella,10-2009-0029,10,SANT MARTI,66.0,el Parc i la Llacuna del Poblenou,Carrer,ALMOGAVERS,2,6,,,,,,,EN,4,5.0,2.181642918,41.38970489
2707,392973790.0,Peter,4,52746777.0,HUTB-001687,https://www.airbnb.com/users/show/392973790,https://www.airbnb.com/rooms/52746777,,Peter,41.37854,2.1547400000000003,2.0,164.0,2022-11-13,Eixample,02-2010-0565,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,ROCAFORT,2,46,,,,,,,1,1,7.0,2.154593333,41.37578339
2708,392973790.0,Peter,4,52502753.0,HUTB-008737,https://www.airbnb.com/users/show/392973790,https://www.airbnb.com/rooms/52502753,,Peter,41.37445,2.16722,2.0,341.0,2022-11-20,Sants-Montjuïc,03-2014-0124,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,ROSER,2,28,,,,,,,EN,A,4.0,2.165539183,41.37160193
2709,392973790.0,Peter,4,53490028.0,HUTB-003225,https://www.airbnb.com/users/show/392973790,https://www.airbnb.com/rooms/53490028,,Peter,41.38389,2.1568,2.0,356.0,2022-12-06,Eixample,02-2008-1138,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,1,123,,125.0,,,,,3,2,8.0,2.1555778219999997,41.38088483
2710,10249776.0,Schwarz,4,13160787.0,HUTB-005297,https://www.airbnb.com/users/show/10249776,https://www.airbnb.com/rooms/13160787,,Schwarz,41.394690000000004,2.16381,7.0,217.0,2022-11-01,Eixample,02-2011-1281,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,VALENCIA,1,261,,,,,,,PR,1,13.0,2.163513536,41.39196953
2711,10249776.0,Schwarz,4,13161668.0,HUTB-001281,https://www.airbnb.com/users/show/10249776,https://www.airbnb.com/rooms/13161668,,Schwarz,41.39332,2.16577,3.0,338.0,2022-11-05,Eixample,02-2011-1283,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,VALENCIA,1,261,,,,,,,PR,3,10.0,2.163513536,41.39196953
2712,10249776.0,Schwarz,4,13123272.0,HUTB-010004,https://www.airbnb.com/users/show/10249776,https://www.airbnb.com/rooms/13123272,,Schwarz,41.39012,2.1613900000000004,4.0,320.0,2022-11-20,Eixample,02-2014-0973,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,BALMES,2,82,,84.0,,,,,2,2,27.0,2.15939242,41.38921333
2713,10249776.0,Schwarz,4,13165887.0,HUTB-001280,https://www.airbnb.com/users/show/10249776,https://www.airbnb.com/rooms/13165887,,Schwarz,41.39499,2.1653599999999997,4.0,241.0,2022-11-27,Eixample,02-2011-1282,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,VALENCIA,1,261,,,,,,,PR,2,11.0,2.163513536,41.39196953
2714,5201227.0,Jose & Patricia,4,982492.0,HUTB-007964,https://www.airbnb.com/users/show/5201227,https://www.airbnb.com/rooms/982492,"My sister Patricia and I manage four holidays apartments in Barcelona. My sister also works as a lawyer in our family firm and I am a civil engineer.  We both are easygoing, open minded and  committed. We welcome and respect all backgrounds, cultures, religions, identities and sexual preferences. 

We personally do the check ins and love welcoming our guests to help them to have the best experience in Barcelona. Our apartments have all the permits from Barcelona Council to operate as holiday apartments.

Please note that the Barcelona City Tax is NOT INCLUDED on the price. It needs to be paid separately upon check in. 

Our apartments have been designed to offer the maximum comfort and they are professionally cleaned before every check in. ",Jose & Patricia,41.39223,2.15559,3.0,300.0,2022-11-20,Eixample,02-2013-2320,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,129,,,,,,,PR,2,8.0,2.1536166480000003,41.38989414
2715,5201227.0,Jose & Patricia,4,956768.0,HUTB-001376,https://www.airbnb.com/users/show/5201227,https://www.airbnb.com/rooms/956768,"My sister Patricia and I manage four holidays apartments in Barcelona. My sister also works as a lawyer in our family firm and I am a civil engineer.  We both are easygoing, open minded and  committed. We welcome and respect all backgrounds, cultures, religions, identities and sexual preferences. 

We personally do the check ins and love welcoming our guests to help them to have the best experience in Barcelona. Our apartments have all the permits from Barcelona Council to operate as holiday apartments.

Please note that the Barcelona City Tax is NOT INCLUDED on the price. It needs to be paid separately upon check in. 

Our apartments have been designed to offer the maximum comfort and they are professionally cleaned before every check in. ",Jose & Patricia,41.40048,2.17349,3.0,307.0,2022-11-21,Eixample,02-2012-0309,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,VALENCIA,1,377,,379.0,,,,E,EN,3,8.0,2.172373171,41.39862670000001
2716,5201227.0,Jose & Patricia,4,2643611.0,HUTB-009061,https://www.airbnb.com/users/show/5201227,https://www.airbnb.com/rooms/2643611,"My sister Patricia and I manage four holidays apartments in Barcelona. My sister also works as a lawyer in our family firm and I am a civil engineer.  We both are easygoing, open minded and  committed. We welcome and respect all backgrounds, cultures, religions, identities and sexual preferences. 

We personally do the check ins and love welcoming our guests to help them to have the best experience in Barcelona. Our apartments have all the permits from Barcelona Council to operate as holiday apartments.

Please note that the Barcelona City Tax is NOT INCLUDED on the price. It needs to be paid separately upon check in. 

Our apartments have been designed to offer the maximum comfort and they are professionally cleaned before every check in. ",Jose & Patricia,41.4055,2.1979599999999997,3.0,338.0,2022-12-06,Sant Martí,10-2014-0174,10,SANT MARTI,68.0,el Poblenou,Carrer,CASTELLA,1,19,,23.0,,,,,2,2,6.0,2.19649886,41.403575
2717,5201227.0,Jose & Patricia,4,17472277.0,HUTB-011561,https://www.airbnb.com/users/show/5201227,https://www.airbnb.com/rooms/17472277,"My sister Patricia and I manage four holidays apartments in Barcelona. My sister also works as a lawyer in our family firm and I am a civil engineer.  We both are easygoing, open minded and  committed. We welcome and respect all backgrounds, cultures, religions, identities and sexual preferences. 

We personally do the check ins and love welcoming our guests to help them to have the best experience in Barcelona. Our apartments have all the permits from Barcelona Council to operate as holiday apartments.

Please note that the Barcelona City Tax is NOT INCLUDED on the price. It needs to be paid separately upon check in. 

Our apartments have been designed to offer the maximum comfort and they are professionally cleaned before every check in. ",Jose & Patricia,41.40464,2.17733,3.0,290.0,2022-12-06,Eixample,02-2014-1391,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,MALLORCA,2,442,,,,,,,6,1,6.0,2.176142301,41.40287361
2718,5432336.0,Patricia,4,34590431.0,HUTB-008285,https://www.airbnb.com/users/show/5432336,https://www.airbnb.com/rooms/34590431,"I'm Corius, traveller, friendly, sportive...
My best destination ever Papua
I like ride horses, sailing,running,skiing,scuba dive...
I own my company dedicated to manage apartments for short and vacations stay PALUB DESARROLLOS SL.
",Patricia,41.40683,2.17255,1.0,324.0,2022-10-09,Eixample,02-2014-0108,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CORSEGA,1,583,,,,,,,1,1,6.0,2.1725526090000002,41.40561097
2719,5432336.0,Patricia,4,32121674.0,HUTB-008409,https://www.airbnb.com/users/show/5432336,https://www.airbnb.com/rooms/32121674,"I'm Corius, traveller, friendly, sportive...
My best destination ever Papua
I like ride horses, sailing,running,skiing,scuba dive...
I own my company dedicated to manage apartments for short and vacations stay PALUB DESARROLLOS SL.
",Patricia,41.39046,2.20093,1.0,264.0,2022-11-08,Sant Martí,10-2014-0001,10,SANT MARTI,67.0,la Vila Olímpica del Poblenou,Carrer,SALVADOR ESPRIU,1,79,,,,,,,6,1,6.0,2.1988142980000003,41.38948934
2720,5432336.0,Patricia,4,17228046.0,HUTB-008409,https://www.airbnb.com/users/show/5432336,https://www.airbnb.com/rooms/17228046,"I'm Corius, traveller, friendly, sportive...
My best destination ever Papua
I like ride horses, sailing,running,skiing,scuba dive...
I own my company dedicated to manage apartments for short and vacations stay PALUB DESARROLLOS SL.
",Patricia,41.38773,2.19555,1.0,264.0,2022-11-27,Ciutat Vella,10-2014-0001,10,SANT MARTI,67.0,la Vila Olímpica del Poblenou,Carrer,SALVADOR ESPRIU,1,79,,,,,,,6,1,6.0,2.1988142980000003,41.38948934
2721,5432336.0,Patricia,4,27774155.0,HUTB-008039,https://www.airbnb.com/users/show/5432336,https://www.airbnb.com/rooms/27774155,"I'm Corius, traveller, friendly, sportive...
My best destination ever Papua
I like ride horses, sailing,running,skiing,scuba dive...
I own my company dedicated to manage apartments for short and vacations stay PALUB DESARROLLOS SL.
",Patricia,41.40002,2.15619,1.0,326.0,2022-11-25,Gràcia,06-2013-0757,6,GRACIA,31.0,la Vila de Gràcia,Carrer,GOYA,1,11,,,,,,,2,2,5.0,2.156228034,41.39787148
2722,16942638.0,Ramon,4,6.902210962354683e+17,HUTB-002765,https://www.airbnb.com/users/show/16942638,https://www.airbnb.com/rooms/690221096235468240,,Ramon,41.39886,2.20139,2.0,70.0,2022-11-07,Sant Martí,10-2009-0360,10,SANT MARTI,68.0,el Poblenou,Rambla,POBLENOU,1,47,,,,,,,4,1,4.0,2.2013144209999997,41.39820065
2723,16942638.0,Ramon,4,43881409.0,HUTB-008002,https://www.airbnb.com/users/show/16942638,https://www.airbnb.com/rooms/43881409,,Ramon,41.397940000000006,2.1804799999999998,2.0,295.0,2022-11-20,Eixample,02-2013-2263,2,L'EIXAMPLE,5.0,el Fort Pienc,Gran Via,CORTS CATALANES,2,752,,,,,,,4,1,7.0,2.178505076,41.39575509
2724,16942638.0,Ramon,4,25480861.0,HUTB-004181,https://www.airbnb.com/users/show/16942638,https://www.airbnb.com/rooms/25480861,,Ramon,41.40063,2.17467,2.0,333.0,2022-11-20,Eixample,02-2012-1595,2,L'EIXAMPLE,5.0,el Fort Pienc,Carrer,ARAGO,2,424,,,,,,I,AT,2,8.0,2.174206395,41.39796297
2725,16942638.0,Ramon,4,50835002.0,HUTB-008433,https://www.airbnb.com/users/show/16942638,https://www.airbnb.com/rooms/50835002,,Ramon,41.40248,2.1602799999999998,2.0,265.0,2022-11-22,Gràcia,06-2014-0030,6,GRACIA,31.0,la Vila de Gràcia,Carrer,SIRACUSA,2,16,,,,,,,BJ,2,4.0,2.159363009,41.39961213
2726,12617302.0,Tom’s Team,4,5.938794532223261e+17,HUTB-009649,https://www.airbnb.com/users/show/12617302,https://www.airbnb.com/rooms/593879453222326119,"Hello my Dears 
Me and my team we are managing a few accommodations to offer you a pleasant and unforgettable experience of Barcelona 
We are young and active, we do a lot sports hiking, mountain biking, cycling, diving, rock climbing etc
We love to develop ourselves, explore life, travel,  meet new people and we know many amazing, secret for tourists spots around our beautiful city. 
if you have and questions please feel free to address to us ! ",Tom’s Team,41.39846,2.17036,3.0,196.0,2022-11-09,Eixample,02-2014-1344,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,ARAGO,1,349,,,,,,,AT,,2.0,2.170238948,41.39538484
2727,12617302.0,Tom’s Team,4,15522431.0,HUTB-012440,https://www.airbnb.com/users/show/12617302,https://www.airbnb.com/rooms/15522431,"Hello my Dears 
Me and my team we are managing a few accommodations to offer you a pleasant and unforgettable experience of Barcelona 
We are young and active, we do a lot sports hiking, mountain biking, cycling, diving, rock climbing etc
We love to develop ourselves, explore life, travel,  meet new people and we know many amazing, secret for tourists spots around our beautiful city. 
if you have and questions please feel free to address to us ! ",Tom’s Team,41.393679999999996,2.19086,3.0,144.0,2022-11-14,Sant Martí,10-2014-0377,10,SANT MARTI,66.0,el Parc i la Llacuna del Poblenou,Carrer,JOAN D'AUSTRIA,1,61,,63.0,,,,,5,4,8.0,2.189676974,41.39159493
2728,12617302.0,Tom’s Team,4,5.801580390331948e+17,HUTB-006766,https://www.airbnb.com/users/show/12617302,https://www.airbnb.com/rooms/580158039033194716,"Hello my Dears 
Me and my team we are managing a few accommodations to offer you a pleasant and unforgettable experience of Barcelona 
We are young and active, we do a lot sports hiking, mountain biking, cycling, diving, rock climbing etc
We love to develop ourselves, explore life, travel,  meet new people and we know many amazing, secret for tourists spots around our beautiful city. 
if you have and questions please feel free to address to us ! ",Tom’s Team,41.41196,2.21722,3.0,236.0,2022-11-26,Sant Martí,10-2013-0567,10,SANT MARTI,70.0,el Besòs i el Maresme,Rambla,PRIM,1,35,,,,,,,7,3,7.0,2.215546669,41.41107028
2729,12617302.0,Tom’s Team,4,4886587.0,HUTB-002994,https://www.airbnb.com/users/show/12617302,https://www.airbnb.com/rooms/4886587,"Hello my Dears 
Me and my team we are managing a few accommodations to offer you a pleasant and unforgettable experience of Barcelona 
We are young and active, we do a lot sports hiking, mountain biking, cycling, diving, rock climbing etc
We love to develop ourselves, explore life, travel,  meet new people and we know many amazing, secret for tourists spots around our beautiful city. 
if you have and questions please feel free to address to us ! ",Tom’s Team,41.39605,2.1766799999999997,3.0,134.0,2022-11-27,Eixample,02-2012-1071,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,1,671,,,,,,,3,1,13.0,2.17571681,41.39432479
2730,10582280.0,Mariscos,4,18530629.0,HUTB-008204,https://www.airbnb.com/users/show/10582280,https://www.airbnb.com/rooms/18530629,,Mariscos,41.400240000000004,2.1731599999999998,1.0,306.0,2022-10-31,Eixample,02-2013-2224,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,NAPOLS,1,213,,,,,,,2,2,6.0,2.172737778,41.39760047
2731,10582280.0,Mariscos,4,18438898.0,HUTB-008204,https://www.airbnb.com/users/show/10582280,https://www.airbnb.com/rooms/18438898,,Mariscos,41.40036,2.17475,1.0,310.0,2022-11-03,Eixample,02-2013-2224,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,NAPOLS,1,213,,,,,,,2,2,6.0,2.172737778,41.39760047
2732,10582280.0,Mariscos,4,24797878.0,HUTB-008086,https://www.airbnb.com/users/show/10582280,https://www.airbnb.com/rooms/24797878,,Mariscos,41.399029999999996,2.17466,1.0,311.0,2022-11-03,Eixample,02-2013-2222,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,NAPOLS,1,213,,,,,,,1,2,6.0,2.172737778,41.39760047
2733,10582280.0,Mariscos,4,34222206.0,HUTB-008086,https://www.airbnb.com/users/show/10582280,https://www.airbnb.com/rooms/34222206,,Mariscos,41.39942,2.1737900000000003,1.0,284.0,2022-11-18,Eixample,02-2013-2222,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,NAPOLS,1,213,,,,,,,1,2,6.0,2.172737778,41.39760047
2734,5170597.0,SamFlat,4,6.438813007061812e+17,HUTB-003156,https://www.airbnb.com/users/show/5170597,https://www.airbnb.com/rooms/643881300706181217,"Grandes apartamentos de 3 hasta 6 habitaciones en el centro de Barcelona España.
",SamFlat,41.38321,2.145,3.0,355.0,2022-11-13,Eixample,02-2013-0983,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,1,163,,,,,,,4,1,11.0,2.143235219,41.38236886
2735,5170597.0,SamFlat,4,965681.0,HUTB-003570,https://www.airbnb.com/users/show/5170597,https://www.airbnb.com/rooms/965681,"Grandes apartamentos de 3 hasta 6 habitaciones en el centro de Barcelona España.
",SamFlat,41.38531,2.16175,3.0,321.0,2022-11-22,Eixample,02-2009-0354,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,561,,,,,,D,PR,A,7.0,2.159923814,41.38245758
2736,5170597.0,SamFlat,4,967346.0,HUTB-004289,https://www.airbnb.com/users/show/5170597,https://www.airbnb.com/rooms/967346,"Grandes apartamentos de 3 hasta 6 habitaciones en el centro de Barcelona España.
",SamFlat,41.38427,2.16275,3.0,330.0,2022-12-04,Eixample,02-2012-1638,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,571,,,,,,,PR,1,18.0,2.1608690719999997,41.38316606
2737,5170597.0,SamFlat,4,963533.0,HUTB-003572,https://www.airbnb.com/users/show/5170597,https://www.airbnb.com/rooms/963533,"Grandes apartamentos de 3 hasta 6 habitaciones en el centro de Barcelona España.
",SamFlat,41.38532,2.16172,3.0,327.0,2022-12-06,Eixample,02-2011-1309,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,561,,,,,,D,EN,,18.0,2.159923814,41.38245758
2738,12385333.0,Yolanda,4,4415694.0,HUTB-006856,https://www.airbnb.com/users/show/12385333,https://www.airbnb.com/rooms/4415694,"My family and I are living in Barcelona we are catalans and we own 6 holiday apartments located in central Barcelona, we have 12 years of experience with customer treatment and we try constantly keep a good hosting experience. 

Like you, we love to travel and discover new things, we invite you to be a neighbor's Barcelonian within a typical building. 

We offer you 24 hours telephone support. and immediate attention by email for any queries or questions you have before you arrive.
All our properties are licensed and officially registered with the 'Direccío General de Turisme of Catalunya'.
Ourselves personally take care of the cleaning of our apartments and all bedding is washed and disinfected always in professional laundry.

We love our city, its streets, its people, its climate, the sea ..... and hope that you enjoy it too!",Yolanda,41.3723,2.1644099999999997,3.0,291.0,2022-10-24,Sants-Montjuïc,03-2013-0403,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,POETA CABANYES,1,51,,,,,,,2,1,4.0,2.1638600880000003,41.37122402
